,GEOID,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households!!Married-couple family,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households!!Other family,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households!!Other family!!Male householder, no wife present","HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households!!Other family!!Female householder, no husband present",HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Nonfamily households,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Nonfamily households!!Householder living alone,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Nonfamily households!!Householder not living alone,YEAR
514,13121002800,1245.0,215.0,98.0,117.0,10.0,107.0,1030.0,878.0,152.0,2015.0
515,13121002800,1308.0,250.0,84.0,166.0,23.0,143.0,1058.0,893.0,165.0,2016.0
516,13121002800,1389.0,225.0,79.0,146.0,21.0,125.0,1164.0,928.0,236.0,2017.0
517,13121002600,381.0,192.0,25.0,167.0,49.0,118.0,189.0,175.0,14.0,2012.0
518,13121002600,420.0,183.0,62.0,121.0,21.0,100.0,237.0,230.0,7.0,2013.0
519,13121002600,457.0,158.0,65.0,93.0,16.0,77.0,299.0,266.0,33.0,2014.0
520,13121002600,493.0,201.0,91.0,110.0,16.0,94.0,292.0,257.0,35.0,2015.0
521,13121002600,553.0,266.0,87.0,179.0,19.0,160.0,287.0,235.0,52.0,2016.0
522,13121002600,595.0,307.0,117.0,190.0,20.0,170.0,288.0,225.0,63.0,2017.0
523,13121003000,1511.0,423.0,379.0,44.0,14.0,30.0,1088.0,864.0,224.0,2012.0
524,13121003000,1590.0,457.0,390.0,67.0,7.0,60.0,1133.0,923.0,210.0,2013.0
525,13121003000,1661.0,532.0,468.0,64.0,11.0,53.0,1129.0,960.0,169.0,2014.0
526,13121003000,1715.0,527.0,443.0,84.0,19.0,65.0,1188.0,956.0,232.0,2015.0
527,13121003000,1762.0,546.0,482.0,64.0,22.0,42.0,1216.0,977.0,239.0,2016.0
528,13121003000,1770.0,648.0,570.0,78.0,22.0,56.0,1122.0,857.0,265.0,2017.0
529,13121002400,855.0,396.0,85.0,311.0,88.0,223.0,459.0,376.0,83.0,2012.0
530,13121002400,728.0,360.0,76.0,284.0,103.0,181.0,368.0,349.0,19.0,2013.0
531,13121002400,736.0,354.0,75.0,279.0,53.0,226.0,382.0,363.0,19.0,2014.0
532,13121002400,879.0,445.0,144.0,301.0,88.0,213.0,434.0,406.0,28.0,2015.0
533,13121002400,842.0,404.0,95.0,309.0,79.0,230.0,438.0,396.0,42.0,2016.0
534,13121002400,878.0,460.0,110.0,350.0,105.0,245.0,418.0,378.0,40.0,2017.0
535,13121003200,1259.0,264.0,180.0,84.0,31.0,53.0,995.0,701.0,294.0,2012.0
536,13121003200,1251.0,256.0,207.0,49.0,34.0,15.0,995.0,690.0,305.0,2013.0
537,13121003200,1279.0,302.0,214.0,88.0,58.0,30.0,977.0,673.0,304.0,2014.0
538,13121003200,1261.0,289.0,198.0,91.0,64.0,27.0,972.0,634.0,338.0,2015.0
539,13121003200,1188.0,329.0,277.0,52.0,34.0,18.0,859.0,578.0,281.0,2016.0
540,13121003200,1161.0,360.0,297.0,63.0,38.0,25.0,801.0,555.0,246.0,2017.0
541,13121003100,711.0,314.0,177.0,137.0,57.0,80.0,397.0,258.0,139.0,2012.0
542,13121003100,702.0,317.0,194.0,123.0,36.0,87.0,385.0,253.0,132.0,2013.0
543,13121003100,774.0,335.0,200.0,135.0,40.0,95.0,439.0,315.0,124.0,2014.0
544,13121003100,764.0,318.0,190.0,128.0,43.0,85.0,446.0,314.0,132.0,2015.0
545,13121003100,795.0,329.0,182.0,147.0,37.0,110.0,466.0,283.0,183.0,2016.0
546,13121003100,833.0,324.0,190.0,134.0,31.0,103.0,509.0,315.0,194.0,2017.0
547,13121003500,692.0,111.0,100.0,11.0,11.0,0.0,581.0,449.0,132.0,2012.0
548,13121003500,638.0,106.0,106.0,0.0,0.0,0.0,532.0,416.0,116.0,2013.0
549,13121003500,593.0,93.0,93.0,0.0,0.0,0.0,500.0,364.0,136.0,2014.0
550,13121003500,610.0,103.0,103.0,0.0,0.0,0.0,507.0,416.0,91.0,2015.0
551,13121003500,631.0,115.0,115.0,0.0,0.0,0.0,516.0,419.0,97.0,2016.0
552,13121003500,562.0,113.0,113.0,0.0,0.0,0.0,449.0,359.0,90.0,2017.0
553,13121003800,241.0,30.0,21.0,9.0,9.0,0.0,211.0,174.0,37.0,2012.0
554,13121003800,183.0,29.0,18.0,11.0,8.0,3.0,154.0,125.0,29.0,2013.0
555,13121003800,202.0,42.0,26.0,16.0,0.0,16.0,160.0,148.0,12.0,2014.0
556,13121003800,203.0,48.0,30.0,18.0,0.0,18.0,155.0,136.0,19.0,2015.0
557,13121003800,184.0,37.0,15.0,22.0,0.0,22.0,147.0,124.0,23.0,2016.0
558,13121003800,171.0,56.0,33.0,23.0,0.0,23.0,115.0,93.0,22.0,2017.0
559,13121007808,1302.0,990.0,109.0,881.0,78.0,803.0,312.0,285.0,27.0,2012.0
560,13121007808,1314.0,953.0,148.0,805.0,78.0,727.0,361.0,330.0,31.0,2013.0
561,13121007808,1333.0,944.0,133.0,811.0,77.0,734.0,389.0,335.0,54.0,2014.0
562,13121007808,1390.0,981.0,99.0,882.0,75.0,807.0,409.0,340.0,69.0,2015.0
563,13121007808,1454.0,993.0,108.0,885.0,24.0,861.0,461.0,377.0,84.0,2016.0
564,13121007808,1451.0,936.0,77.0,859.0,15.0,844.0,515.0,420.0,95.0,2017.0
565,13121008000,1779.0,1127.0,455.0,672.0,159.0,513.0,652.0,593.0,59.0,2012.0
566,13121008000,1842.0,1132.0,521.0,611.0,149.0,462.0,710.0,636.0,74.0,2013.0
567,13121008000,1864.0,1134.0,467.0,667.0,153.0,514.0,730.0,608.0,122.0,2014.0
568,13121008000,1844.0,1170.0,556.0,614.0,126.0,488.0,674.0,560.0,114.0,2015.0
569,13121008000,1869.0,1240.0,563.0,677.0,149.0,528.0,629.0,532.0,97.0,2016.0
570,13121008000,1915.0,1259.0,537.0,722.0,191.0,531.0,656.0,558.0,98.0,2017.0
571,13121007807,971.0,614.0,209.0,405.0,78.0,327.0,357.0,324.0,33.0,2012.0
572,13121007807,960.0,641.0,292.0,349.0,51.0,298.0,319.0,289.0,30.0,2013.0
573,13121007807,983.0,586.0,263.0,323.0,70.0,253.0,397.0,385.0,12.0,2014.0
574,13121007807,943.0,573.0,196.0,377.0,96.0,281.0,370.0,361.0,9.0,2015.0
575,13121007807,1049.0,680.0,184.0,496.0,103.0,393.0,369.0,369.0,0.0,2016.0
576,13121007807,996.0,696.0,193.0,503.0,62.0,441.0,300.0,300.0,0.0,2017.0
577,13121007900,2107.0,1466.0,797.0,669.0,124.0,545.0,641.0,640.0,1.0,2012.0
578,13121007900,2023.0,1425.0,712.0,713.0,160.0,553.0,598.0,590.0,8.0,2013.0
579,13121007900,2054.0,1540.0,780.0,760.0,97.0,663.0,514.0,512.0,2.0,2014.0
580,13121007900,2092.0,1393.0,772.0,621.0,54.0,567.0,699.0,699.0,0.0,2015.0
581,13121007900,2021.0,1271.0,582.0,689.0,88.0,601.0,750.0,750.0,0.0,2016.0
582,13121007900,2159.0,1242.0,596.0,646.0,85.0,561.0,917.0,842.0,75.0,2017.0
583,13121008201,2539.0,1437.0,561.0,876.0,91.0,785.0,1102.0,922.0,180.0,2012.0
584,13121008201,2713.0,1588.0,638.0,950.0,93.0,857.0,1125.0,943.0,182.0,2013.0
585,13121008201,2581.0,1456.0,577.0,879.0,113.0,766.0,1125.0,970.0,155.0,2014.0
586,13121008201,2553.0,1333.0,510.0,823.0,84.0,739.0,1220.0,1166.0,54.0,2015.0
587,13121008201,2310.0,1036.0,375.0,661.0,61.0,600.0,1274.0,1215.0,59.0,2016.0
588,13121008201,2358.0,1064.0,401.0,663.0,80.0,583.0,1294.0,1236.0,58.0,2017.0
589,13121008102,2463.0,1492.0,467.0,1025.0,167.0,858.0,971.0,809.0,162.0,2012.0
590,13121008102,2437.0,1469.0,505.0,964.0,126.0,838.0,968.0,756.0,212.0,2013.0
591,13121008102,2401.0,1412.0,477.0,935.0,200.0,735.0,989.0,790.0,199.0,2014.0
592,13121008102,2452.0,1452.0,420.0,1032.0,230.0,802.0,1000.0,804.0,196.0,2015.0
593,13121008102,2631.0,1505.0,533.0,972.0,186.0,786.0,1126.0,880.0,246.0,2016.0
594,13121008102,2693.0,1297.0,386.0,911.0,203.0,708.0,1396.0,1178.0,218.0,2017.0
595,13121004800,474.0,142.0,31.0,111.0,11.0,100.0,332.0,314.0,18.0,2012.0
596,13121004800,516.0,154.0,34.0,120.0,5.0,115.0,362.0,338.0,24.0,2013.0
597,13121004800,555.0,203.0,36.0,167.0,19.0,148.0,352.0,321.0,31.0,2014.0
598,13121004800,590.0,154.0,54.0,100.0,18.0,82.0,436.0,366.0,70.0,2015.0
599,13121004800,600.0,165.0,55.0,110.0,19.0,91.0,435.0,356.0,79.0,2016.0
600,13121004800,578.0,160.0,51.0,109.0,28.0,81.0,418.0,328.0,90.0,2017.0
601,13121005000,943.0,284.0,226.0,58.0,27.0,31.0,659.0,385.0,274.0,2012.0
602,13121005000,883.0,312.0,234.0,78.0,38.0,40.0,571.0,331.0,240.0,2013.0
603,13121005000,836.0,289.0,230.0,59.0,32.0,27.0,547.0,320.0,227.0,2014.0
604,13121005000,876.0,292.0,240.0,52.0,29.0,23.0,584.0,379.0,205.0,2015.0
605,13121005000,908.0,291.0,247.0,44.0,28.0,16.0,617.0,429.0,188.0,2016.0
606,13121005000,935.0,333.0,272.0,61.0,37.0,24.0,602.0,443.0,159.0,2017.0
607,13121003900,538.0,284.0,104.0,180.0,64.0,116.0,254.0,207.0,47.0,2012.0
608,13121003900,542.0,254.0,121.0,133.0,37.0,96.0,288.0,189.0,99.0,2013.0
609,13121003900,566.0,274.0,100.0,174.0,51.0,123.0,292.0,182.0,110.0,2014.0
610,13121003900,614.0,353.0,126.0,227.0,75.0,152.0,261.0,198.0,63.0,2015.0
611,13121003900,659.0,393.0,124.0,269.0,58.0,211.0,266.0,204.0,62.0,2016.0
612,13121003900,737.0,425.0,114.0,311.0,63.0,248.0,312.0,225.0,87.0,2017.0
613,13121004100,716.0,355.0,85.0,270.0,71.0,199.0,361.0,329.0,32.0,2012.0
614,13121004100,696.0,389.0,123.0,266.0,40.0,226.0,307.0,270.0,37.0,2013.0
615,13121004100,676.0,385.0,132.0,253.0,40.0,213.0,291.0,277.0,14.0,2014.0
616,13121004100,683.0,358.0,146.0,212.0,48.0,164.0,325.0,305.0,20.0,2015.0
617,13121004100,696.0,386.0,152.0,234.0,41.0,193.0,310.0,289.0,21.0,2016.0
618,13121004100,662.0,372.0,164.0,208.0,11.0,197.0,290.0,260.0,30.0,2017.0
619,13121004900,1084.0,471.0,292.0,179.0,52.0,127.0,613.0,472.0,141.0,2012.0
620,13121004900,1080.0,525.0,302.0,223.0,69.0,154.0,555.0,441.0,114.0,2013.0
621,13121004900,1045.0,489.0,250.0,239.0,55.0,184.0,556.0,407.0,149.0,2014.0
622,13121004900,1126.0,561.0,343.0,218.0,62.0,156.0,565.0,437.0,128.0,2015.0
623,13121004900,1178.0,589.0,372.0,217.0,29.0,188.0,589.0,426.0,163.0,2016.0
624,13121004900,1077.0,549.0,416.0,133.0,8.0,125.0,528.0,375.0,153.0,2017.0
625,13121004000,842.0,511.0,186.0,325.0,13.0,312.0,331.0,267.0,64.0,2012.0
626,13121004000,879.0,480.0,178.0,302.0,15.0,287.0,399.0,323.0,76.0,2013.0
627,13121004000,846.0,425.0,157.0,268.0,25.0,243.0,421.0,328.0,93.0,2014.0
628,13121004000,877.0,448.0,177.0,271.0,27.0,244.0,429.0,337.0,92.0,2015.0
629,13121004000,918.0,442.0,183.0,259.0,30.0,229.0,476.0,377.0,99.0,2016.0
630,13121004000,945.0,415.0,165.0,250.0,22.0,228.0,530.0,400.0,130.0,2017.0
631,13121004400,715.0,264.0,33.0,231.0,8.0,223.0,451.0,356.0,95.0,2012.0
632,13121004400,863.0,445.0,70.0,375.0,16.0,359.0,418.0,334.0,84.0,2013.0
633,13121004400,911.0,440.0,49.0,391.0,16.0,375.0,471.0,374.0,97.0,2014.0
634,13121004400,1011.0,488.0,54.0,434.0,44.0,390.0,523.0,429.0,94.0,2015.0
635,13121004400,1080.0,484.0,47.0,437.0,40.0,397.0,596.0,477.0,119.0,2016.0
636,13121004400,1126.0,438.0,29.0,409.0,34.0,375.0,688.0,647.0,41.0,2017.0
637,13121005300,1639.0,909.0,560.0,349.0,64.0,285.0,730.0,542.0,188.0,2012.0
638,13121005300,1582.0,823.0,527.0,296.0,70.0,226.0,759.0,516.0,243.0,2013.0
639,13121005300,1554.0,788.0,542.0,246.0,57.0,189.0,766.0,512.0,254.0,2014.0
640,13121005300,1530.0,839.0,607.0,232.0,49.0,183.0,691.0,496.0,195.0,2015.0
641,13121005300,1556.0,838.0,590.0,248.0,62.0,186.0,718.0,525.0,193.0,2016.0
642,13121005300,1585.0,797.0,618.0,179.0,32.0,147.0,788.0,594.0,194.0,2017.0
643,13121008400,1289.0,617.0,102.0,515.0,51.0,464.0,672.0,487.0,185.0,2012.0
644,13121008400,1231.0,631.0,99.0,532.0,46.0,486.0,600.0,437.0,163.0,2013.0
645,13121008400,1254.0,539.0,81.0,458.0,56.0,402.0,715.0,562.0,153.0,2014.0
646,13121008400,1264.0,464.0,112.0,352.0,29.0,323.0,800.0,591.0,209.0,2015.0
647,13121008400,1177.0,376.0,90.0,286.0,51.0,235.0,801.0,711.0,90.0,2016.0
648,13121008400,1215.0,412.0,138.0,274.0,75.0,199.0,803.0,712.0,91.0,2017.0
649,13121008302,786.0,419.0,114.0,305.0,106.0,199.0,367.0,276.0,91.0,2012.0
650,13121008302,736.0,367.0,146.0,221.0,69.0,152.0,369.0,279.0,90.0,2013.0
651,13121008302,624.0,275.0,126.0,149.0,33.0,116.0,349.0,289.0,60.0,2014.0
652,13121008302,710.0,313.0,143.0,170.0,49.0,121.0,397.0,348.0,49.0,2015.0
653,13121008302,669.0,260.0,107.0,153.0,52.0,101.0,409.0,359.0,50.0,2016.0
654,13121008302,671.0,287.0,115.0,172.0,56.0,116.0,384.0,350.0,34.0,2017.0
655,13121005200,1909.0,842.0,576.0,266.0,20.0,246.0,1067.0,816.0,251.0,2012.0
656,13121005200,1981.0,896.0,658.0,238.0,26.0,212.0,1085.0,814.0,271.0,2013.0
657,13121005200,2119.0,982.0,595.0,387.0,18.0,369.0,1137.0,719.0,418.0,2014.0
658,13121005200,2344.0,1043.0,609.0,434.0,23.0,411.0,1301.0,910.0,391.0,2015.0
659,13121005200,2460.0,1186.0,626.0,560.0,73.0,487.0,1274.0,871.0,403.0,2016.0
660,13121005200,2390.0,1238.0,704.0,534.0,109.0,425.0,1152.0,749.0,403.0,2017.0
661,13121008500,1199.0,704.0,170.0,534.0,105.0,429.0,495.0,439.0,56.0,2012.0
662,13121008500,1151.0,689.0,171.0,518.0,115.0,403.0,462.0,407.0,55.0,2013.0
663,13121008500,1063.0,595.0,183.0,412.0,88.0,324.0,468.0,431.0,37.0,2014.0
664,13121008500,1068.0,560.0,175.0,385.0,94.0,291.0,508.0,467.0,41.0,2015.0
665,13121008500,1016.0,495.0,148.0,347.0,83.0,264.0,521.0,480.0,41.0,2016.0
666,13121008500,1048.0,528.0,126.0,402.0,132.0,270.0,520.0,462.0,58.0,2017.0
667,13121008202,837.0,551.0,152.0,399.0,56.0,343.0,286.0,263.0,23.0,2012.0
668,13121008202,774.0,484.0,123.0,361.0,64.0,297.0,290.0,255.0,35.0,2013.0
669,13121008202,727.0,449.0,118.0,331.0,59.0,272.0,278.0,245.0,33.0,2014.0
670,13121008202,749.0,438.0,124.0,314.0,41.0,273.0,311.0,280.0,31.0,2015.0
671,13121008202,741.0,469.0,123.0,346.0,47.0,299.0,272.0,236.0,36.0,2016.0
672,13121008202,741.0,522.0,124.0,398.0,69.0,329.0,219.0,207.0,12.0,2017.0
673,13121008601,1516.0,940.0,283.0,657.0,99.0,558.0,576.0,456.0,120.0,2012.0
674,13121008601,1637.0,990.0,292.0,698.0,119.0,579.0,647.0,554.0,93.0,2013.0
675,13121008601,1578.0,872.0,233.0,639.0,77.0,562.0,706.0,612.0,94.0,2014.0
676,13121008601,1612.0,851.0,198.0,653.0,132.0,521.0,761.0,673.0,88.0,2015.0
677,13121008601,1559.0,843.0,190.0,653.0,115.0,538.0,716.0,644.0,72.0,2016.0
678,13121008601,1534.0,857.0,220.0,637.0,91.0,546.0,677.0,626.0,51.0,2017.0
679,13121008301,967.0,459.0,158.0,301.0,161.0,140.0,508.0,468.0,40.0,2012.0
680,13121008301,994.0,570.0,217.0,353.0,104.0,249.0,424.0,392.0,32.0,2013.0
681,13121008301,923.0,503.0,202.0,301.0,84.0,217.0,420.0,386.0,34.0,2014.0
682,13121008301,965.0,473.0,156.0,317.0,66.0,251.0,492.0,446.0,46.0,2015.0
683,13121008301,919.0,478.0,177.0,301.0,60.0,241.0,441.0,423.0,18.0,2016.0
684,13121008301,927.0,504.0,134.0,370.0,73.0,297.0,423.0,384.0,39.0,2017.0
685,13121005501,908.0,535.0,170.0,365.0,167.0,198.0,373.0,298.0,75.0,2012.0
686,13121005501,949.0,499.0,171.0,328.0,146.0,182.0,450.0,347.0,103.0,2013.0
687,13121005501,960.0,512.0,145.0,367.0,129.0,238.0,448.0,349.0,99.0,2014.0
688,13121005501,960.0,455.0,106.0,349.0,112.0,237.0,505.0,370.0,135.0,2015.0
689,13121005501,896.0,400.0,118.0,282.0,41.0,241.0,496.0,369.0,127.0,2016.0
690,13121005501,903.0,413.0,133.0,280.0,41.0,239.0,490.0,348.0,142.0,2017.0
691,13121005700,556.0,219.0,43.0,176.0,19.0,157.0,337.0,274.0,63.0,2012.0
692,13121005700,575.0,253.0,49.0,204.0,32.0,172.0,322.0,269.0,53.0,2013.0
693,13121005700,658.0,304.0,54.0,250.0,38.0,212.0,354.0,288.0,66.0,2014.0
694,13121005700,656.0,296.0,61.0,235.0,33.0,202.0,360.0,308.0,52.0,2015.0
695,13121005700,671.0,276.0,50.0,226.0,34.0,192.0,395.0,340.0,55.0,2016.0
696,13121005700,664.0,303.0,88.0,215.0,28.0,187.0,361.0,302.0,59.0,2017.0
697,13121006400,358.0,208.0,59.0,149.0,3.0,146.0,150.0,137.0,13.0,2012.0
698,13121006400,307.0,166.0,48.0,118.0,6.0,112.0,141.0,121.0,20.0,2013.0
699,13121006400,348.0,205.0,83.0,122.0,6.0,116.0,143.0,115.0,28.0,2014.0
700,13121006400,332.0,223.0,110.0,113.0,5.0,108.0,109.0,72.0,37.0,2015.0
701,13121006400,346.0,228.0,113.0,115.0,10.0,105.0,118.0,63.0,55.0,2016.0
702,13121006400,348.0,196.0,103.0,93.0,5.0,88.0,152.0,85.0,67.0,2017.0
703,13121006300,663.0,268.0,89.0,179.0,46.0,133.0,395.0,319.0,76.0,2012.0
704,13121006300,742.0,326.0,100.0,226.0,58.0,168.0,416.0,339.0,77.0,2013.0
705,13121006300,669.0,247.0,61.0,186.0,46.0,140.0,422.0,350.0,72.0,2014.0
706,13121006300,621.0,322.0,107.0,215.0,37.0,178.0,299.0,269.0,30.0,2015.0
707,13121006300,629.0,321.0,98.0,223.0,30.0,193.0,308.0,295.0,13.0,2016.0
708,13121006300,597.0,276.0,82.0,194.0,26.0,168.0,321.0,310.0,11.0,2017.0
709,13121006100,1260.0,739.0,221.0,518.0,181.0,337.0,521.0,469.0,52.0,2012.0
710,13121006100,1312.0,755.0,207.0,548.0,194.0,354.0,557.0,519.0,38.0,2013.0
711,13121006100,1259.0,823.0,226.0,597.0,173.0,424.0,436.0,402.0,34.0,2014.0
712,13121006100,1290.0,862.0,238.0,624.0,196.0,428.0,428.0,383.0,45.0,2015.0
713,13121006100,1324.0,854.0,217.0,637.0,158.0,479.0,470.0,421.0,49.0,2016.0
714,13121006100,1330.0,812.0,200.0,612.0,110.0,502.0,518.0,447.0,71.0,2017.0
715,13121005502,1147.0,590.0,105.0,485.0,40.0,445.0,557.0,538.0,19.0,2012.0
716,13121005502,1206.0,521.0,88.0,433.0,23.0,410.0,685.0,633.0,52.0,2013.0
717,13121005502,1229.0,549.0,121.0,428.0,21.0,407.0,680.0,631.0,49.0,2014.0
718,13121005502,1140.0,449.0,109.0,340.0,17.0,323.0,691.0,644.0,47.0,2015.0
719,13121005502,1041.0,363.0,72.0,291.0,6.0,285.0,678.0,593.0,85.0,2016.0
720,13121005502,1104.0,425.0,94.0,331.0,14.0,317.0,679.0,577.0,102.0,2017.0
721,13121005800,483.0,305.0,130.0,175.0,34.0,141.0,178.0,140.0,38.0,2012.0
722,13121005800,484.0,290.0,122.0,168.0,25.0,143.0,194.0,128.0,66.0,2013.0
723,13121005800,539.0,344.0,94.0,250.0,32.0,218.0,195.0,130.0,65.0,2014.0
724,13121005800,585.0,385.0,99.0,286.0,47.0,239.0,200.0,106.0,94.0,2015.0
725,13121005800,612.0,344.0,103.0,241.0,30.0,211.0,268.0,118.0,150.0,2016.0
726,13121005800,638.0,347.0,105.0,242.0,19.0,223.0,291.0,158.0,133.0,2017.0
727,13121006500,1395.0,793.0,340.0,453.0,77.0,376.0,602.0,564.0,38.0,2012.0
728,13121006500,1320.0,671.0,342.0,329.0,43.0,286.0,649.0,610.0,39.0,2013.0
729,13121006500,1294.0,666.0,290.0,376.0,35.0,341.0,628.0,557.0,71.0,2014.0
730,13121006500,1347.0,701.0,270.0,431.0,43.0,388.0,646.0,546.0,100.0,2015.0
731,13121006500,1336.0,678.0,233.0,445.0,102.0,343.0,658.0,556.0,102.0,2016.0
732,13121006500,1452.0,790.0,262.0,528.0,92.0,436.0,662.0,529.0,133.0,2017.0
733,13121008602,605.0,334.0,96.0,238.0,71.0,167.0,271.0,226.0,45.0,2012.0
734,13121008602,479.0,274.0,125.0,149.0,60.0,89.0,205.0,173.0,32.0,2013.0
735,13121008602,453.0,222.0,108.0,114.0,37.0,77.0,231.0,199.0,32.0,2014.0
736,13121008602,478.0,218.0,120.0,98.0,43.0,55.0,260.0,223.0,37.0,2015.0
737,13121008602,525.0,253.0,115.0,138.0,58.0,80.0,272.0,260.0,12.0,2016.0
738,13121008602,587.0,327.0,108.0,219.0,83.0,136.0,260.0,249.0,11.0,2017.0
739,13121008800,2004.0,1110.0,833.0,277.0,66.0,211.0,894.0,520.0,374.0,2012.0
740,13121008800,2073.0,1111.0,829.0,282.0,91.0,191.0,962.0,654.0,308.0,2013.0
741,13121008800,2017.0,1151.0,845.0,306.0,98.0,208.0,866.0,656.0,210.0,2014.0
742,13121008800,1932.0,1122.0,847.0,275.0,77.0,198.0,810.0,686.0,124.0,2015.0
743,13121008800,2003.0,1316.0,962.0,354.0,92.0,262.0,687.0,620.0,67.0,2016.0
744,13121008800,1935.0,1133.0,803.0,330.0,88.0,242.0,802.0,689.0,113.0,2017.0
745,13121009200,3057.0,813.0,633.0,180.0,95.0,85.0,2244.0,1758.0,486.0,2012.0
746,13121009200,3135.0,870.0,666.0,204.0,71.0,133.0,2265.0,1877.0,388.0,2013.0
747,13121009200,3429.0,956.0,782.0,174.0,72.0,102.0,2473.0,2082.0,391.0,2014.0
748,13121009200,3530.0,986.0,825.0,161.0,80.0,81.0,2544.0,2021.0,523.0,2015.0
749,13121009200,3586.0,981.0,818.0,163.0,39.0,124.0,2605.0,2161.0,444.0,2016.0
750,13121009200,3446.0,1040.0,787.0,253.0,79.0,174.0,2406.0,1922.0,484.0,2017.0
751,13121007500,1554.0,580.0,178.0,402.0,49.0,353.0,974.0,854.0,120.0,2012.0
752,13121007500,1538.0,562.0,163.0,399.0,62.0,337.0,976.0,882.0,94.0,2013.0
753,13121007500,1464.0,556.0,125.0,431.0,72.0,359.0,908.0,818.0,90.0,2014.0
754,13121007500,1534.0,531.0,101.0,430.0,76.0,354.0,1003.0,948.0,55.0,2015.0
755,13121007500,1501.0,436.0,98.0,338.0,90.0,248.0,1065.0,1000.0,65.0,2016.0
756,13121007500,1555.0,597.0,156.0,441.0,110.0,331.0,958.0,905.0,53.0,2017.0
757,13121008101,441.0,244.0,98.0,146.0,66.0,80.0,197.0,180.0,17.0,2012.0
758,13121008101,399.0,261.0,108.0,153.0,68.0,85.0,138.0,133.0,5.0,2013.0
759,13121008101,392.0,253.0,111.0,142.0,71.0,71.0,139.0,134.0,5.0,2014.0
760,13121008101,388.0,248.0,92.0,156.0,62.0,94.0,140.0,124.0,16.0,2015.0
761,13121008101,395.0,259.0,81.0,178.0,52.0,126.0,136.0,123.0,13.0,2016.0
762,13121008101,432.0,304.0,96.0,208.0,75.0,133.0,128.0,110.0,18.0,2017.0
763,13121006000,1354.0,619.0,190.0,429.0,63.0,366.0,735.0,650.0,85.0,2012.0
764,13121006000,1308.0,603.0,184.0,419.0,72.0,347.0,705.0,591.0,114.0,2013.0
765,13121006000,1237.0,525.0,201.0,324.0,39.0,285.0,712.0,608.0,104.0,2014.0
766,13121006000,1228.0,560.0,171.0,389.0,64.0,325.0,668.0,568.0,100.0,2015.0
767,13121006000,1272.0,530.0,199.0,331.0,77.0,254.0,742.0,641.0,101.0,2016.0
768,13121006000,1327.0,614.0,217.0,397.0,97.0,300.0,713.0,643.0,70.0,2017.0
